Date,Close
3/2/2015 16:00:00,19.28
3/3/2015 16:00:00,19.23
3/4/2015 16:00:00,19.14
3/5/2015 16:00:00,19.39
3/6/2015 16:00:00,19
3/9/2015 16:00:00,18.93
3/10/2015 16:00:00,18.48
3/11/2015 16:00:00,18.32
3/12/2015 16:00:00,18.71
3/13/2015 16:00:00,18.53
3/16/2015 16:00:00,18.67
3/17/2015 16:00:00,18.6
3/18/2015 16:00:00,18.76
3/19/2015 16:00:00,18.66
3/20/2015 16:00:00,18.92
3/23/2015 16:00:00,18.76
3/24/2015 16:00:00,18.7
3/25/2015 16:00:00,18.55
3/26/2015 16:00:00,18.37
3/27/2015 16:00:00,18.53
3/30/2015 16:00:00,18.73
3/31/2015 16:00:00,18.61
4/1/2015 16:00:00,18.51
4/2/2015 16:00:00,18.61
4/6/2015 16:00:00,18.85
4/7/2015 16:00:00,18.72
4/8/2015 16:00:00,19.06
4/9/2015 16:00:00,19.18
4/10/2015 16:00:00,19.13
4/13/2015 16:00:00,19.12
4/14/2015 16:00:00,19.26
4/15/2015 16:00:00,19.17
4/16/2015 16:00:00,19.3
4/17/2015 16:00:00,18.78
4/20/2015 16:00:00,19.48
4/21/2015 16:00:00,19.56
4/22/2015 16:00:00,19.49
4/23/2015 16:00:00,19.5
4/24/2015 16:00:00,22.26
4/27/2015 16:00:00,21.93
4/28/2015 16:00:00,21.47
4/29/2015 16:00:00,21.47
4/30/2015 16:00:00,21.09
5/1/2015 16:00:00,21.14
5/4/2015 16:00:00,21.15
5/5/2015 16:00:00,21.06
5/6/2015 16:00:00,20.96
5/7/2015 16:00:00,21.34
5/8/2015 16:00:00,21.68
5/11/2015 16:00:00,21.64
5/12/2015 16:00:00,21.55
5/13/2015 16:00:00,21.34
5/14/2015 16:00:00,21.61
5/15/2015 16:00:00,21.3
5/18/2015 16:00:00,21.26
5/19/2015 16:00:00,21.09
5/20/2015 16:00:00,21.19
5/21/2015 16:00:00,21.58
5/22/2015 16:00:00,21.38
5/26/2015 16:00:00,21.27
5/27/2015 16:00:00,21.57
5/28/2015 16:00:00,21.33
5/29/2015 16:00:00,21.46
6/1/2015 16:00:00,21.55
6/2/2015 16:00:00,21.55
6/3/2015 16:00:00,21.83
6/4/2015 16:00:00,21.54
6/5/2015 16:00:00,21.35
6/8/2015 16:00:00,21.18
6/9/2015 16:00:00,21.27
6/10/2015 16:00:00,21.54
6/11/2015 16:00:00,21.65
6/12/2015 16:00:00,21.5
6/15/2015 16:00:00,21.18
6/16/2015 16:00:00,21.36
6/17/2015 16:00:00,21.39
6/18/2015 16:00:00,21.97
6/19/2015 16:00:00,21.75
6/22/2015 16:00:00,21.81
6/23/2015 16:00:00,22.3
6/24/2015 16:00:00,22.04
6/25/2015 16:00:00,22.01
6/26/2015 16:00:00,21.91
6/29/2015 16:00:00,21.49
6/30/2015 16:00:00,21.7
7/1/2015 16:00:00,21.87
7/2/2015 16:00:00,21.89
7/6/2015 16:00:00,21.8
7/7/2015 16:00:00,21.84
7/8/2015 16:00:00,21.49
7/9/2015 16:00:00,21.72
7/10/2015 16:00:00,22.18
7/13/2015 16:00:00,22.78
7/14/2015 16:00:00,23.28
7/15/2015 16:00:00,23.06
7/16/2015 16:00:00,23.77
7/17/2015 16:00:00,24.15
7/20/2015 16:00:00,24.41
7/21/2015 16:00:00,24.4
7/22/2015 16:00:00,24.41
7/23/2015 16:00:00,24.11
7/24/2015 16:00:00,26.47
7/27/2015 16:00:00,26.57
7/28/2015 16:00:00,26.3
7/29/2015 16:00:00,26.45
7/30/2015 16:00:00,26.84
7/31/2015 16:00:00,26.81
8/3/2015 16:00:00,26.75
8/4/2015 16:00:00,26.6
8/5/2015 16:00:00,26.85
8/6/2015 16:00:00,26.47
8/7/2015 16:00:00,26.13
8/10/2015 16:00:00,26.2
8/11/2015 16:00:00,26.37
8/12/2015 16:00:00,26.3
8/13/2015 16:00:00,26.48
8/14/2015 16:00:00,26.58
8/17/2015 16:00:00,26.76
8/18/2015 16:00:00,26.75
8/19/2015 16:00:00,26.65
8/20/2015 16:00:00,25.79
8/21/2015 16:00:00,24.72
8/24/2015 16:00:00,23.17
8/25/2015 16:00:00,23.32
