Date,Close
7/15/2015,23.06
7/16/2015,23.77
7/17/2015,24.15
7/20/2015,24.41
7/21/2015,24.4
7/22/2015,24.41
7/23/2015,24.11
7/24/2015,26.47
7/27/2015,26.57
7/28/2015,26.3
7/29/2015,26.45
7/30/2015,26.84
7/31/2015,26.81
8/3/2015,26.75
8/4/2015,26.6
8/5/2015,26.85
8/6/2015,26.47
8/7/2015,26.13
8/10/2015,26.2
8/11/2015,26.37
8/12/2015,26.3
8/13/2015,26.48
8/14/2015,26.58
8/17/2015,26.76
8/18/2015,26.75
8/19/2015,26.65
8/20/2015,25.79
8/21/2015,24.72
8/24/2015,23.17
8/25/2015,23.32
8/26/2015,25.04
8/27/2015,25.92
8/28/2015,25.9
8/31/2015,25.64
9/1/2015,24.83
9/2/2015,25.53
9/3/2015,25.24
9/4/2015,24.95
9/8/2015,25.88
9/9/2015,25.84
9/10/2015,26.11
9/11/2015,26.47
9/14/2015,26.07
9/15/2015,26.12
9/16/2015,26.37
9/17/2015,26.94
9/18/2015,27.01
9/21/2015,27.42
9/22/2015,26.92
9/23/2015,26.8
9/24/2015,26.69
9/25/2015,26.21
9/28/2015,25.2
9/29/2015,24.8
9/30/2015,25.59
10/1/2015,26.04
10/2/2015,26.63
10/5/2015,27.18
10/6/2015,26.87
10/7/2015,27.1
10/8/2015,26.66
10/9/2015,26.99
10/12/2015,27.51
10/13/2015,27.45
10/14/2015,27.24
10/15/2015,28.12
10/16/2015,28.54
10/19/2015,28.66
10/20/2015,28.04
10/21/2015,27.79
10/22/2015,28.2
10/23/2015,29.95
10/26/2015,30.43
10/27/2015,30.55
10/28/2015,30.86
10/29/2015,31.33
10/30/2015,31.3
11/2/2015,31.42
11/3/2015,31.27
11/4/2015,32.05
11/5/2015,32.78
11/6/2015,32.97
11/9/2015,32.77
11/10/2015,32.98
11/11/2015,33.66
11/12/2015,33.28
11/13/2015,32.12
11/16/2015,32.39
11/17/2015,32.17
11/18/2015,33.18
11/19/2015,33.06
11/20/2015,33.42
11/23/2015,33.95
11/24/2015,33.56
11/25/2015,33.77
11/27/2015,33.66
11/30/2015,33.24
12/1/2015,33.95
12/2/2015,33.8
12/3/2015,33.31
12/4/2015,33.63
12/7/2015,33.49
12/8/2015,33.87
12/9/2015,33.24
12/10/2015,33.12
12/11/2015,32.01
12/14/2015,32.9
12/15/2015,32.93
12/16/2015,33.79
12/17/2015,33.53
12/18/2015,33.21
12/21/2015,33.23
12/22/2015,33.16
12/23/2015,33.19
12/24/2015,33.14
12/28/2015,33.76
12/29/2015,34.7
12/30/2015,34.45
12/31/2015,33.79
1/4/2016,31.85
1/5/2016,31.69
1/6/2016,31.63
1/7/2016,30.4
1/8/2016,30.35
1/11/2016,30.89
1/12/2016,30.89
1/13/2016,29.09
1/14/2016,29.65
1/15/2016,28.51
1/19/2016,28.72
1/20/2016,28.59
1/21/2016,28.75
1/22/2016,29.82
1/25/2016,29.83
1/26/2016,30.06
1/27/2016,29.17
1/28/2016,31.77
1/29/2016,29.35
2/1/2016,28.74
2/2/2016,27.61
2/3/2016,26.55
2/4/2016,26.81
2/5/2016,25.11
2/8/2016,24.41
2/9/2016,24.1
2/10/2016,24.52
2/11/2016,25.19
2/12/2016,25.35
2/16/2016,26.06
2/17/2016,26.71
2/18/2016,26.25
2/19/2016,26.75
2/22/2016,27.98
2/23/2016,27.65
2/24/2016,27.7
2/25/2016,27.76
2/26/2016,27.76
2/29/2016,27.63
3/1/2016,28.95
3/2/2016,29.01
3/3/2016,28.87
3/4/2016,28.76
3/7/2016,28.14
3/8/2016,28.01
3/9/2016,27.97
3/10/2016,27.95
3/11/2016,28.48
3/14/2016,28.67
3/15/2016,28.85
3/16/2016,28.71
3/17/2016,27.97
3/18/2016,27.6
3/21/2016,27.7
3/22/2016,28.02
3/23/2016,28.48
3/24/2016,29.15
3/28/2016,28.99
3/29/2016,29.69
3/30/2016,29.93
3/31/2016,29.68
4/1/2016,29.93
4/4/2016,29.66
4/5/2016,29.31
4/6/2016,30.1
4/7/2016,29.57
4/8/2016,29.73
4/11/2016,29.8
4/12/2016,30.16
4/13/2016,30.74
4/14/2016,31.04
4/15/2016,31.29
4/18/2016,31.77
4/19/2016,31.4
4/20/2016,31.65
4/21/2016,31.55
4/22/2016,31.03
4/25/2016,31.31
4/26/2016,30.84
4/27/2016,30.33
4/28/2016,30.1
4/29/2016,32.98
5/2/2016,34.19
5/3/2016,33.57
5/4/2016,33.55
5/5/2016,32.95
5/6/2016,33.7
5/9/2016,33.99
5/10/2016,35.15
5/11/2016,35.66
5/12/2016,35.9
5/13/2016,35.5
5/16/2016,35.53
5/17/2016,34.76
5/18/2016,34.87
5/19/2016,34.93
5/20/2016,35.14
5/23/2016,34.84
5/24/2016,35.21
5/25/2016,35.42
5/26/2016,35.75
5/27/2016,35.61
5/31/2016,36.14
6/1/2016,35.97
6/2/2016,36.41
6/3/2016,36.28
6/6/2016,36.34
6/7/2016,36.19
6/8/2016,36.33
6/9/2016,36.38
6/10/2016,35.9
6/13/2016,35.76
6/14/2016,35.97
6/15/2016,35.71
6/16/2016,35.88
6/17/2016,35.32
6/20/2016,35.7
6/21/2016,35.79
6/22/2016,35.53
6/23/2016,36.1
6/24/2016,34.95
6/27/2016,34.57
6/28/2016,35.4
6/29/2016,35.78
6/30/2016,35.78
7/1/2016,36.28
7/5/2016,36.41
7/6/2016,36.88
7/7/2016,36.83
7/8/2016,37.29
7/11/2016,37.69
7/12/2016,37.41
7/13/2016,37.13
7/14/2016,37.06
7/15/2016,36.77
7/18/2016,36.8
7/19/2016,37
7/20/2016,37.29
7/21/2016,37.22
7/22/2016,37.24
7/25/2016,36.98
7/26/2016,36.78
7/27/2016,36.83
7/28/2016,37.63
7/29/2016,37.94
8/1/2016,38.39
8/2/2016,38.03
8/3/2016,37.73
8/4/2016,38.04
8/5/2016,38.3
8/8/2016,38.33
8/9/2016,38.42
8/10/2016,38.43
8/11/2016,38.56
8/12/2016,38.63
8/15/2016,38.42
8/16/2016,38.2
8/17/2016,38.23
8/18/2016,38.22
8/19/2016,37.87
8/22/2016,37.97
8/23/2016,38.12
8/24/2016,37.86
8/25/2016,37.96
8/26/2016,38.45
8/29/2016,38.56
8/30/2016,38.38
8/31/2016,38.46
9/1/2016,38.53
9/2/2016,38.62
9/6/2016,39.44
9/7/2016,39.22
9/8/2016,39.2
9/9/2016,38.01
9/12/2016,38.57
9/13/2016,38.05
9/14/2016,38.05
9/15/2016,38.48
9/16/2016,38.93
9/19/2016,38.76
9/20/2016,39.01
9/21/2016,39.49
9/22/2016,40.24
9/23/2016,40.29
9/26/2016,39.96
9/27/2016,40.81
9/28/2016,41.44
9/29/2016,41.45
9/30/2016,41.87
10/3/2016,41.84
10/4/2016,41.7
10/5/2016,42.22
10/6/2016,42.08
10/7/2016,41.97
10/10/2016,42.09
10/11/2016,41.55
10/12/2016,41.7
10/13/2016,41.46
10/14/2016,41.15
10/17/2016,40.65
10/18/2016,40.88
10/19/2016,40.88
10/20/2016,40.52
10/21/2016,40.95
10/24/2016,41.9
10/25/2016,41.76
10/26/2016,41.13
10/27/2016,40.92
10/28/2016,38.82
10/31/2016,39.49
11/1/2016,39.27
11/2/2016,38.28
11/3/2016,38.35
11/4/2016,37.75
11/7/2016,39.25
11/8/2016,39.39
11/9/2016,38.59
11/10/2016,37.12
11/11/2016,36.95
11/14/2016,35.95
11/15/2016,37.16
11/16/2016,37.32
11/17/2016,37.82
11/18/2016,38.01
11/21/2016,39
11/22/2016,39.27
11/23/2016,39.01
11/25/2016,39.02
11/28/2016,38.34
11/29/2016,38.13
11/30/2016,37.53
12/1/2016,37.18
12/2/2016,37.02
12/5/2016,37.97
12/6/2016,38.24
12/7/2016,38.52
12/8/2016,38.37
12/9/2016,38.43
12/12/2016,38.01
12/13/2016,38.72
12/14/2016,38.44
12/15/2016,38.05
12/16/2016,37.89
12/19/2016,38.3
12/20/2016,38.56
12/21/2016,38.53
12/22/2016,38.32
12/23/2016,38.03
12/27/2016,38.57
12/28/2016,38.61
12/29/2016,38.26
12/30/2016,37.49
1/3/2017,37.68
1/4/2017,37.86
1/5/2017,39.02
1/6/2017,39.8
1/9/2017,39.85
1/10/2017,39.8
1/11/2017,39.95
1/12/2017,40.68
1/13/2017,40.86
1/17/2017,40.49
1/18/2017,40.37
1/19/2017,40.45
1/20/2017,40.42
1/23/2017,40.89
1/24/2017,41.12
1/25/2017,41.83
1/26/2017,41.96
1/27/2017,41.79
1/30/2017,41.52
1/31/2017,41.17
2/1/2017,41.62
2/2/2017,42
2/3/2017,40.51
2/6/2017,40.38
2/7/2017,40.63
2/8/2017,40.99
2/9/2017,41.07
2/10/2017,41.37
2/13/2017,41.83
2/14/2017,41.82
2/15/2017,42.14
2/16/2017,42.21
2/17/2017,42.25
2/21/2017,42.82
2/22/2017,42.78
2/23/2017,42.61
2/24/2017,42.26
2/27/2017,42.43
2/28/2017,42.25
3/1/2017,42.65
3/2/2017,42.45
3/3/2017,42.49
3/6/2017,42.33
3/7/2017,42.3
3/8/2017,42.53
3/9/2017,42.65
3/10/2017,42.62
3/13/2017,42.73
3/14/2017,42.63
3/15/2017,42.65
3/16/2017,42.67
3/17/2017,42.62
3/20/2017,42.85
3/21/2017,42.16
3/22/2017,42.4
3/23/2017,42.37
3/24/2017,42.28
3/27/2017,42.34
3/28/2017,42.8
3/29/2017,43.72
3/30/2017,43.82
3/31/2017,44.33
4/3/2017,44.58
4/4/2017,45.34
4/5/2017,45.46
4/6/2017,44.91
4/7/2017,44.74
4/10/2017,45.35
4/11/2017,45.12
4/12/2017,44.81
4/13/2017,44.23
4/17/2017,45.1
4/18/2017,45.19
4/19/2017,44.96
4/20/2017,45.1
4/21/2017,44.93
4/24/2017,45.37
4/25/2017,45.38
4/26/2017,45.46
4/27/2017,45.92
4/28/2017,46.25
5/1/2017,47.41
5/2/2017,47.35
5/3/2017,47.05
5/4/2017,46.88
5/5/2017,46.71
5/8/2017,47.45
5/9/2017,47.64
5/10/2017,47.45
5/11/2017,47.38
5/12/2017,48.07
5/15/2017,47.9
5/16/2017,48.3
5/17/2017,47.24
5/18/2017,47.92
5/19/2017,47.99
5/22/2017,48.53
5/23/2017,48.58
5/24/2017,49.02
5/25/2017,49.67
5/26/2017,49.79
5/30/2017,49.84
5/31/2017,49.73
6/1/2017,49.8
6/2/2017,50.34
6/5/2017,50.57
6/6/2017,50.15
6/7/2017,50.5
6/8/2017,50.51
6/9/2017,48.92
6/12/2017,48.25
6/13/2017,49.04
6/14/2017,48.82
6/15/2017,48.21
6/16/2017,49.39
6/19/2017,49.76
6/20/2017,49.63
6/21/2017,50.11
6/22/2017,50.07
6/23/2017,50.19
6/26/2017,49.7
6/27/2017,48.84
6/28/2017,49.52
6/29/2017,48.8
6/30/2017,48.4
7/3/2017,47.68
7/5/2017,48.57
7/6/2017,48.26
7/7/2017,48.94
7/10/2017,49.82
7/11/2017,49.71
7/12/2017,50.33
7/13/2017,50.03
7/14/2017,50.09
7/17/2017,50.5
7/18/2017,51.22
7/19/2017,51.34
7/20/2017,51.44
7/21/2017,51.28
7/24/2017,51.95
7/25/2017,51.99
7/26/2017,52.64
7/27/2017,52.3
7/28/2017,51
7/31/2017,49.39
8/1/2017,49.81
8/2/2017,49.79
8/3/2017,49.35
8/4/2017,49.38
8/7/2017,49.61
8/8/2017,49.49
8/9/2017,49.1
8/10/2017,47.85
8/11/2017,48.4
8/14/2017,49.17
8/15/2017,49.14
8/16/2017,48.91
8/17/2017,48.03
8/18/2017,47.92
8/21/2017,47.66
8/22/2017,48.35
8/23/2017,47.9
8/24/2017,47.62
8/25/2017,47.26
8/28/2017,47.3
8/29/2017,47.7
8/30/2017,48.38
8/31/2017,49.03
9/1/2017,48.91
9/5/2017,48.26
9/6/2017,48.39
9/7/2017,48.97
9/8/2017,48.3
9/11/2017,48.9
9/12/2017,49.13
9/13/2017,49.98
9/14/2017,49.61
9/15/2017,49.34
9/18/2017,48.71
9/19/2017,48.49
9/20/2017,48.66
9/21/2017,48.23
9/22/2017,47.76
9/25/2017,46.99
9/26/2017,46.93
9/27/2017,47.54
9/28/2017,47.82
9/29/2017,48.07
10/2/2017,47.96
10/3/2017,47.86
10/4/2017,48.27
10/5/2017,49.04
10/6/2017,49.48
10/9/2017,49.55
10/10/2017,49.36
10/11/2017,49.75
10/12/2017,50.05
10/13/2017,50.15
10/16/2017,50.32
10/17/2017,50.46
10/18/2017,49.85
10/19/2017,49.33
10/20/2017,49.15
10/23/2017,48.32
10/24/2017,48.8
10/25/2017,48.65
10/26/2017,48.62
10/27/2017,55.05
10/30/2017,55.54
10/31/2017,55.26
11/1/2017,55.18
11/2/2017,54.71
11/3/2017,55.58
11/6/2017,56.03
11/7/2017,56.16
11/8/2017,56.64
11/9/2017,56.46
11/10/2017,56.27
11/13/2017,56.46
11/14/2017,56.84
11/15/2017,56.33
11/16/2017,56.86
11/17/2017,56.49
11/20/2017,56.32
11/21/2017,56.97
11/22/2017,57.81
11/24/2017,59.3
11/27/2017,59.79
11/28/2017,59.68
11/29/2017,58.06
11/30/2017,58.84
12/1/2017,58.12
12/4/2017,56.7
12/5/2017,57.08
12/6/2017,57.62
12/7/2017,57.99
12/8/2017,58.1
12/11/2017,58.45
12/12/2017,58.25
12/13/2017,58.21
12/14/2017,58.71
12/15/2017,58.96
12/18/2017,59.53
12/19/2017,59.37
12/20/2017,58.88
12/21/2017,58.74
12/22/2017,58.42
12/26/2017,58.84
12/27/2017,59.11
12/28/2017,59.31
12/29/2017,58.47
1/2/2018,59.45
1/3/2018,60.21
1/4/2018,60.48
1/5/2018,61.46
1/8/2018,62.34
1/9/2018,62.64
1/10/2018,62.72
1/11/2018,63.83
1/12/2018,65.26
1/16/2018,65.24
1/17/2018,64.75
1/18/2018,64.67
1/19/2018,64.73
1/22/2018,66.37
1/23/2018,68.13
1/24/2018,67.88
1/25/2018,68.9
1/26/2018,70.1
1/29/2018,70.88
1/30/2018,71.89
1/31/2018,72.54
2/1/2018,69.5
2/2/2018,71.5
2/5/2018,69.5
2/6/2018,72.14
2/7/2018,70.84
2/8/2018,67.53
2/9/2018,66.98
2/12/2018,69.31
2/13/2018,70.73
2/14/2018,72.55
2/15/2018,73.09
2/16/2018,72.43
2/20/2018,73.42
2/21/2018,74.15
2/22/2018,74.27
2/23/2018,75
2/26/2018,76.1
2/27/2018,75.6
2/28/2018,75.62
3/1/2018,74.67
3/2/2018,75.01
3/5/2018,76.18
3/6/2018,76.88
3/7/2018,77.25
3/8/2018,77.59
3/9/2018,78.94
3/12/2018,79.92
3/13/2018,79.41
3/14/2018,79.55
3/15/2018,79.12
3/16/2018,78.58
3/19/2018,77.25
3/20/2018,79.33
3/21/2018,79.09
3/22/2018,77.25
3/23/2018,74.78
3/26/2018,77.79
3/27/2018,74.85
3/28/2018,71.57
3/29/2018,72.37
4/2/2018,68.6
4/3/2018,69.6
4/4/2018,70.53
4/5/2018,72.59
4/6/2018,70.26
4/9/2018,70.3
4/10/2018,71.81
4/11/2018,71.35
4/12/2018,72.43
4/13/2018,71.54
4/16/2018,72.08
4/17/2018,75.19
4/18/2018,76.39
4/19/2018,77.85
4/20/2018,76.37
4/23/2018,75.89
4/24/2018,73
4/25/2018,73.01
4/26/2018,75.9
4/27/2018,78.63
4/30/2018,78.31
5/1/2018,79.11
5/2/2018,78.48
5/3/2018,78.6
5/4/2018,79.05
5/7/2018,80.01
5/8/2018,79.62
5/9/2018,80.4
5/10/2018,80.45
5/11/2018,80.15
5/14/2018,80.08
5/15/2018,78.81
5/16/2018,79.36
5/17/2018,79.09
5/18/2018,78.72
5/21/2018,79.27
5/22/2018,79.07
5/23/2018,80.09
5/24/2018,80.15
5/25/2018,80.51
5/29/2018,80.64
5/30/2018,81.24
5/31/2018,81.24
6/1/2018,82.08
6/4/2018,83.26
6/5/2018,84.82
6/6/2018,84.79
6/7/2018,84.47
6/8/2018,84.2
6/11/2018,84.46
6/12/2018,84.94
6/13/2018,85.24
6/14/2018,86.19
6/15/2018,85.8
6/18/2018,86.19
6/19/2018,86.74
6/20/2018,87.5
6/21/2018,86.51
6/22/2018,85.78
6/25/2018,83.16
6/26/2018,84.55
6/27/2018,83.03
6/28/2018,85.07
6/29/2018,84.99
7/2/2018,85.69
7/3/2018,84.7
7/5/2018,84.99
7/6/2018,85.53
7/9/2018,86.95
7/10/2018,87.15
7/11/2018,87.75
7/12/2018,89.83
7/13/2018,90.65
7/16/2018,91.12
7/17/2018,92.2
7/18/2018,92.15
7/19/2018,90.65
7/20/2018,90.69
7/23/2018,90.1
7/24/2018,91.46
7/25/2018,93.18
7/26/2018,90.4
7/27/2018,90.86
7/30/2018,88.96
7/31/2018,88.87
8/1/2018,89.86
8/2/2018,91.72
8/3/2018,91.16
8/6/2018,92.39
8/7/2018,93.12
8/8/2018,94.33
8/9/2018,94.93
8/10/2018,94.32
8/13/2018,94.81
8/14/2018,95.98
8/15/2018,94.13
8/16/2018,94.33
8/17/2018,94.11
8/20/2018,93.84
8/21/2018,94.17
8/22/2018,95.25
8/23/2018,95.15
8/24/2018,95.27
8/27/2018,96.38
8/28/2018,96.64
8/29/2018,99.91
8/30/2018,100.12
8/31/2018,100.64
9/4/2018,101.98
9/5/2018,99.74
9/6/2018,97.92
9/7/2018,97.6
9/10/2018,96.95
9/11/2018,99.36
9/12/2018,99.5
9/13/2018,99.49
9/14/2018,98.51
9/17/2018,95.4
9/18/2018,97.05
9/19/2018,96.32
9/20/2018,97.22
9/21/2018,95.75
9/24/2018,96.72
9/25/2018,98.73
9/26/2018,98.74
9/27/2018,100.65
9/28/2018,100.15
10/1/2018,100.22
10/2/2018,98.57
10/3/2018,97.64
10/4/2018,95.47
10/5/2018,94.48
10/8/2018,93.22
10/9/2018,93.52
10/10/2018,87.76
10/11/2018,85.97
10/12/2018,89.43
10/15/2018,88.05
10/16/2018,91
10/17/2018,91.59
10/18/2018,88.54
10/19/2018,88.2
10/22/2018,89.47
10/23/2018,88.44
10/24/2018,83.21
10/25/2018,89.11
10/26/2018,82.14
10/29/2018,76.94
10/30/2018,76.52
10/31/2018,79.9
11/1/2018,83.28
11/2/2018,83.28
11/5/2018,81.39
11/6/2018,82.14
11/7/2018,87.77
11/8/2018,87.75
11/9/2018,85.62
11/12/2018,81.84
11/13/2018,81.56
11/14/2018,79.95
11/15/2018,80.97
11/16/2018,79.67
11/19/2018,75.61
11/20/2018,74.77
11/21/2018,75.84
11/23/2018,75.1
11/26/2018,79.07
11/27/2018,79.07
11/28/2018,83.89
11/29/2018,83.68
11/30/2018,84.51
12/3/2018,88.62
12/4/2018,83.42
12/6/2018,84.96
12/7/2018,81.46
12/10/2018,82.05
12/11/2018,82.16
12/12/2018,83.18
12/13/2018,82.92
12/14/2018,79.6
12/17/2018,76.05
12/18/2018,77.57
12/19/2018,74.75
12/20/2018,73.04
12/21/2018,68.87
12/24/2018,67.2
12/26/2018,73.55
12/27/2018,73.08
12/28/2018,73.9
12/31/2018,75.1
1/2/2019,76.96
1/3/2019,75.01
1/4/2019,78.77
1/7/2019,81.48
1/8/2019,82.83
1/9/2019,82.97
1/10/2019,82.81
1/11/2019,82.03
1/14/2019,80.86
1/15/2019,83.73
1/16/2019,84.19
1/17/2019,84.66
1/18/2019,84.81
1/22/2019,81.61
1/23/2019,82
1/24/2019,82.75
1/25/2019,83.53
1/28/2019,81.89
1/29/2019,79.69
1/30/2019,83.52
1/31/2019,85.94
2/1/2019,81.31
2/4/2019,81.67
2/5/2019,82.94
2/6/2019,82.01
2/7/2019,80.72
2/8/2019,79.41
2/11/2019,79.55
2/12/2019,81.9
2/13/2019,82
2/14/2019,81.13
2/15/2019,80.4
2/19/2019,81.38
2/20/2019,81.11
2/21/2019,80.97
2/22/2019,81.58
2/25/2019,81.65
2/26/2019,81.82
2/27/2019,82.05
2/28/2019,81.99
3/1/2019,83.59
3/4/2019,84.81
3/5/2019,84.62
3/6/2019,83.45
3/7/2019,81.3
3/8/2019,81.04
3/11/2019,83.53
3/12/2019,83.66
3/13/2019,84.54
3/14/2019,84.31
3/15/2019,85.62
3/18/2019,87.11
3/19/2019,88.09
3/20/2019,89.86
3/21/2019,90.96
3/22/2019,88.24
3/25/2019,88.71
3/26/2019,89.19
3/27/2019,88.29
3/28/2019,88.67
3/29/2019,89.04
4/1/2019,90.71
4/2/2019,90.7
4/3/2019,91.04
4/4/2019,90.94
4/5/2019,91.86
4/8/2019,92.49
4/9/2019,91.79
4/10/2019,92.37
4/11/2019,92.2
4/12/2019,92.15
4/15/2019,92.24
4/16/2019,93.15
4/17/2019,93.24
4/18/2019,93.08
4/22/2019,94.37
4/23/2019,96.19
4/24/2019,95.09
4/25/2019,95.11
4/26/2019,97.53
4/29/2019,96.92
4/30/2019,96.33
5/1/2019,95.58
5/2/2019,95.04
